Prov,Mun,Brgy,Area,Lat,Long,Occurance,Elev,Slope,Aspect,HorizontalCurvature,VerticalCurvature,Lithology,SoilType,PGAComp,Landslide
Cotabato,Makilala,Bato,1593.87,6.86583,125.114,29/31,696,23.46021461,Northwest,0.003049262,0.002309824,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.192286044,1
Cotabato,Makilala,Bato,3102.47,6.86239,125.116,29/31,775,19.25740814,North,0.018845463,0.00420362,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.200875074,1
Cotabato,Makilala,Bato,2278.55,6.86186,125.114,29/31,720,22.70267296,West,0.011981654,0.005029103,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.200875074,1
Cotabato,Makilala,Bato,2014.53,6.86148,125.114,29/31,692,20.15369606,Northwest,0.041189086,-0.00049919,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.200875074,1
Cotabato,Makilala,Bato,703.076,6.86079,125.113,29/31,651,23.54813766,Northwest,0.167094186,-0.015903575,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.200875074,1
Cotabato,Makilala,Bato,4561.39,6.85992,125.114,29/31,678,37.38161087,West,0.000556302,0.006608073,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.200875074,1
Cotabato,Makilala,Malungon,30374.4,6.85866,125.113,29/31,594,25.92868614,North,-0.01064816,-0.001848716,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.200875074,1
Cotabato,Makilala,Malungon,1346.87,6.85921,125.116,29/31,779,32.9370079,Southeast,-0.007677682,-0.046267513,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.200875074,1
Cotabato,Makilala,Malungon,718.222,6.85986,125.116,29/31,816,10.80832386,Southwest,-0.000653993,0.000336971,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.200875074,1
Cotabato,Makilala,Bato,1672.47,6.86044,125.116,29/31,800,15.30748653,East,-0.008695905,-0.0021591,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.200875074,1
Cotabato,Makilala,Bato,2688.55,6.86112,125.117,29/31,794,19.19213295,West,-0.014551368,0.010261851,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.200875074,1
Cotabato,Makilala,Bato,1872.63,6.86172,125.117,29/31,775,10.8420639,Northeast,-0.010358552,-0.001620266,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.200875074,1
Cotabato,Makilala,Bato,2247.37,6.86236,125.117,29/31,776,23.82850647,West,0.015701592,0.009848372,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.200875074,1
Cotabato,Makilala,Bato,1845.98,6.86275,125.117,29/31,805,4.194126606,North,-0.019939763,-0.001840895,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.192286044,1
Cotabato,Makilala,Cabilao,42853,6.86073,125.121,29/31,810,26.05291176,South,0.070567638,0.015308769,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.18058148,1
Cotabato,Makilala,Bato,7819.35,6.86158,125.119,29/31,730,39.83830261,West,-0.004633802,0.001861288,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.18058148,1
Cotabato,Makilala,Bato,439.837,6.85701,125.104,29/31,658,33.92107773,South,0.001200844,-0.002294172,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.368303955,1
Cotabato,Makilala,Bato,1050.89,6.85532,125.094,29/31,565,29.13528061,North,0.005508804,-0.030229408,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.211923391,1
Cotabato,Makilala,Bato,1190.43,6.86246,125.094,29/31,532,27.84326363,North,0.306964755,0.000853011,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.197563827,1
Cotabato,Makilala,Bato,628.565,6.86391,125.096,29/31,520,26.39599991,East,-0.00265234,-0.001577415,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.189817801,1
Cotabato,Makilala,Bato,1484.87,6.86356,125.096,29/31,518,29.0998745,North,-0.000903268,0.002370152,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.189817801,1
Cotabato,Makilala,Malabuan,2941.4,6.86718,125.087,29/31,310,19.18953514,Southwest,0.008175435,0.00343617,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.222192422,1
Cotabato,Makilala,Malabuan,4851.3,6.86599,125.091,29/31,382,8.196201324,South,-0.002750999,0.005443953,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.192093328,1
Cotabato,Makilala,Malabuan,11233.8,6.87113,125.09,29/31,444,27.24106789,South,0.007766603,0.00234367,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.184543878,1
Cotabato,Makilala,Malabuan,885.826,6.87193,125.089,29/31,419,18.29452324,Southwest,-0.008616584,0.004855843,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.184543878,1
Cotabato,Makilala,Malabuan,2691.62,6.8723,125.088,29/31,411,22.13534164,Southwest,-0.004743705,0.003438449,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.184543878,1
Cotabato,Makilala,Luayon,2074.53,6.87424,125.091,29/31,428,30.38967514,Northeast,-0.017873777,-0.001871925,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.185070023,1
Cotabato,Makilala,Luayon,1429.02,6.87467,125.092,29/31,474,37.14484406,Southwest,0.012327736,-0.007243588,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.185070023,1
Cotabato,Makilala,Luayon,2531.17,6.87449,125.093,29/31,517,27.90600586,South,-0.003083628,0.001887691,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.19197762,1
Cotabato,Makilala,Luayon,3205.34,6.87457,125.095,29/31,525,37.4481163,South,-0.020901985,0.02490571,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.19197762,1
Cotabato,Makilala,Luayon,4878.59,6.87515,125.096,29/31,458,31.55815125,Northeast,-0.012869537,-0.00197958,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.19197762,1
Cotabato,Makilala,Luayon,2888.32,6.87604,125.099,29/31,458,15.24278736,Northwest,0.002012027,0.001353384,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.225263044,1
Cotabato,Makilala,Luayon,5918.95,6.87812,125.095,29/31,410,20.99300575,Northeast,-0.014023128,-0.001650483,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.201817781,1
Cotabato,Makilala,Luayon,1561.08,6.87953,125.095,29/31,465,29.38480949,Southwest,0.004486606,-0.000332307,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.201817781,1
Cotabato,Makilala,Luayon,10060,6.87991,125.097,29/31,550,40.18672562,West,0.004557226,0.007532085,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.201817781,1
Cotabato,Makilala,Luayon,3570.78,6.88534,125.096,29/31,576,35.64844513,Southeast,0.004150442,0.000264959,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.240575671,1
Cotabato,Makilala,Luayon,626.013,6.87907,125.098,29/31,572,47.43993378,West,-0.002124739,0.001162013,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.224336803,1
Cotabato,Makilala,Luayon,201.1,6.87931,125.098,29/31,604,45.01576233,North,-0.002124739,0.001162013,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.224336803,1
Cotabato,Makilala,Luayon,999.278,6.8794,125.098,29/31,601,44.74161911,North,-0.008596309,0.003730448,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.224336803,1
Cotabato,Makilala,Luayon,1185.96,6.88365,125.098,29/31,661,36.96949005,Southwest,-0.034446824,-0.005986738,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.267482847,1
Cotabato,Makilala,Luayon,876.319,6.88127,125.099,29/31,739,23.98782158,West,0.000704332,0.005126941,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.224336803,1
Cotabato,Makilala,Luayon,8090.9,6.88665,125.099,16,577,23.83938599,North,-0.002281878,-0.002060692,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.267482847,1
Cotabato,Makilala,Luayon,553.393,6.88857,125.097,29/31,560,28.99415588,Northeast,-0.012035471,-0.000892749,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.261638135,1
Cotabato,Makilala,Luayon,903.675,6.88825,125.098,29/31,559,30.7439785,Northeast,0.000996525,-0.002370627,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.269206107,1
Cotabato,Makilala,Luayon,6547.58,6.89416,125.091,29/31,414,5.856784821,Northeast,-0.009736483,-0.002908816,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.318009764,1
Cotabato,Makilala,Luayon,4423.97,6.89237,125.094,29/31,442,9.959744453,East,-0.159796491,-0.01048288,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.261638135,1
Cotabato,Makilala,Luayon,4713.03,6.87239,125.095,29/31,527,26.95817757,Northwest,0.007798107,0.000942756,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.192317024,1
Cotabato,Makilala,Luayon,1222.23,6.87335,125.093,29/31,471,28.71332359,East,-0.009793988,-0.006241737,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.19197762,1
Cotabato,Makilala,Bato,709.318,6.86762,125.102,29/31,676,25.25683594,Northeast,-0.06595435,0.000855477,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.236586481,1
Cotabato,Makilala,Bato,1327.74,6.8676,125.111,29/31,655,3.297467947,South,-0.000258019,0.01200432,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.247746408,1
Cotabato,Makilala,Bato,878.608,6.86246,125.115,29/31,770,27.75846863,Northeast,0.270367384,-0.090721205,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.200875074,1
Cotabato,Makilala,Bato,1088.58,6.86256,125.112,29/31,595,15.31752205,Southwest,0.002353086,-0.000879274,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.221762627,1
Cotabato,Makilala,Bato,1358.31,6.86275,125.113,29/31,639,25.36830902,Southwest,0.019997364,-0.001658471,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.192286044,1
Cotabato,Makilala,Bato,1108.49,6.86721,125.122,29/31,888,16.63684082,South,-0.001010138,-0.001724632,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.180842578,1
Cotabato,Makilala,Bato,657.658,6.86576,125.12,29/31,850,19.09168243,East,-0.002350455,-0.013707659,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.180842578,1
Cotabato,Makilala,Bato,2135.74,6.8671,125.119,29/31,870,44.69560623,South,0.013243537,0.001082623,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.180842578,1
Cotabato,Makilala,Bato,513.592,6.86818,125.114,29/31,700,19.10176849,West,0.008289946,-0.001687687,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.215383396,1
Cotabato,Makilala,Bato,721.345,6.86559,125.122,29/31,894,17.8844738,Southwest,-0.012945401,-0.005640945,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.180842578,1
Cotabato,Makilala,Cabilao,2160.74,6.86576,125.123,29/31,965,36.31710815,Northeast,-0.009420865,-0.001396334,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.177132502,1
Cotabato,Makilala,Cabilao,692.009,6.86658,125.124,29/31,991,5.307585716,Southeast,-0.000383475,-0.001632601,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.177132502,1
Cotabato,Makilala,Cabilao,392.164,6.86559,125.123,29/31,914,30.29774666,Southwest,0.002228249,-0.001438971,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.177132502,1
Cotabato,Makilala,Cabilao,1339.24,6.86338,125.125,29/31,1001,27.95151138,West,0.048133634,0.000189689,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.177132502,1
Cotabato,Makilala,Cabilao,3631.32,6.86382,125.125,29/31,966,39.77861786,East,-0.00817135,-0.000905602,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.177132502,1
Cotabato,Makilala,Cabilao,2088.61,6.86428,125.126,29/31,960,36.80462646,East,-0.000275227,-0.005814258,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.177132502,1
Cotabato,Makilala,Cabilao,3246.35,6.86476,125.125,29/31,982,45.43782043,Northwest,0.011804023,0.001413906,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.177132502,1
Cotabato,Makilala,Bato,473.706,6.86566,125.12,29/31,853,13.47587776,Southeast,0.016670026,-0.015581843,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.180842578,1
Cotabato,Makilala,Malungon,642.551,6.85944,125.116,29/31,808,23.41547585,North,0.017259464,0.002682111,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.200875074,1
Cotabato,Makilala,Malungon,1040.72,6.85642,125.115,29/31,672,15.71153164,Southwest,0.00554374,0.000599461,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.237917483,1
Cotabato,Makilala,Malungon,14350.3,6.85505,125.117,29/31,532,30.94822502,Southeast,-0.021553259,-0.000696701,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.237917483,1
Cotabato,Makilala,Malungon,18561.6,6.85322,125.116,29/31,556,42.6768074,East,0.00616452,-0.008644697,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.237917483,1
Cotabato,Makilala,Malungon,624.009,6.85225,125.115,16,494,27.13526154,East,-0.007317052,-0.002338698,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.238369942,1
Cotabato,Makilala,Malungon,2704.26,6.85184,125.116,16,477,6.613629818,Northwest,0.0091373,0.001313577,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.238369942,1
Cotabato,Makilala,Malungon,6819.68,6.85231,125.119,29/31,592,22.55495834,Northwest,0.024024425,0.005963241,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.203145221,1
Cotabato,Makilala,Malungon,720.457,6.85438,125.117,29/31,539,18.5316391,Southwest,0.011943691,0.003066923,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.237917483,1
Cotabato,Makilala,Malungon,1151.31,6.85391,125.117,29/31,536,11.47302437,East,-0.016072614,-0.002744585,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.237917483,1
Cotabato,Makilala,Malungon,16977.1,6.85202,125.117,16,529,37.62334824,South,0.011564539,-0.00379443,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.238369942,1
Cotabato,Makilala,Malungon,1180.34,6.85302,125.119,29/31,616,25.12874985,West,-0.007232035,0.006635615,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.185364083,1
Cotabato,Makilala,Malungon,5586.82,6.85312,125.117,29/31,500,23.71460724,North,-0.004017804,0.002358868,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.237917483,1
Cotabato,Makilala,Cabilao,944.806,6.85802,125.133,29/31,793,31.87556076,Northwest,-0.000510165,0.00195609,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.172621355,1
Cotabato,Makilala,Cabilao,2288.22,6.85825,125.132,29/31,807,21.32020569,North,-0.012386039,-0.000352702,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.17314741,1
Cotabato,Makilala,Cabilao,286.73,6.86235,125.122,29/31,920,20.21347237,West,0.016494766,0.002793866,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.18058148,1
Cotabato,Makilala,Cabilao,4209.22,6.86106,125.125,29/31,978,19.95867348,West,-0.001215601,0.002231421,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.173710898,1
Cotabato,Makilala,Cabilao,140.958,6.86205,125.125,29/31,974,41.34780884,West,0.163998455,0.014478544,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.173710898,1
Cotabato,Makilala,Cabilao,4922.95,6.86098,125.126,29/31,823,47.72369766,East,-0.0851385,-0.001723346,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.173710898,1
Cotabato,Makilala,Cabilao,582.3,6.86166,125.125,29/31,957,44.49122238,West,0.010640671,0.011135525,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.173710898,1
Cotabato,Makilala,Cabilao,754.328,6.86141,125.125,29/31,909,51.09149933,West,0.00094272,0.002355737,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.173710898,1
Cotabato,Makilala,Cabilao,1004.75,6.86171,125.126,29/31,898,48.76812744,North,-0.004199824,-0.002525536,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.173710898,1
Cotabato,Makilala,Cabilao,753.057,6.86173,125.127,29/31,892,38.29131317,Northeast,-0.004264201,-0.001640692,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.173710898,1
Cotabato,Makilala,Cabilao,453.915,6.86186,125.126,29/31,862,30.55366516,North,-0.00431203,-0.002929421,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.173710898,1
Cotabato,Makilala,Cabilao,2007.94,6.85951,125.129,29/31,842,21.52182198,East,0.00390287,-0.005675715,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.17314741,1
Cotabato,Makilala,Cabilao,1226.26,6.86173,125.132,29/31,915,26.61578751,South,0.014271164,-0.001871513,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.17314741,1
Cotabato,Makilala,Cabilao,875.21,6.86391,125.127,29/31,990,30.82894135,West,0.007567561,0.001675525,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.177132502,1
Cotabato,Makilala,Malungon,723.158,6.85629,125.117,29/31,619,33.72596741,West,-0.00541977,0.021737676,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.237917483,1
Cotabato,Makilala,Malungon,1509.15,6.85688,125.117,29/31,655,32.13799667,North,-0.02442478,-0.001080436,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.237917483,1
Cotabato,Makilala,Malungon,3308.08,6.85488,125.119,29/31,584,25.36307907,Southwest,0.027879803,0.000758622,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.185364083,1
Cotabato,Makilala,Malungon,5620.86,6.85438,125.118,29/31,558,14.03296947,West,0.000534418,0.001835619,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.185364083,1
Cotabato,Makilala,Malungon,312.159,6.8536,125.12,29/31,662,26.06555176,North,0.043664932,0.000553116,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.185364083,1
Cotabato,Makilala,Malungon,533.34,6.85569,125.123,29/31,658,43.47644806,North,-0.008628006,-0.000804217,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.171709225,1
Cotabato,Makilala,Malungon,2003.86,6.85548,125.122,29/31,713,16.44865799,Southwest,0.003310479,0.003677116,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.185364083,1
Cotabato,Makilala,Cabilao,1309.95,6.8572,125.122,29/31,746,30.06265831,Southwest,0.024860486,0.006329111,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.185364083,1
Cotabato,Makilala,Cabilao,1754.95,6.85686,125.123,29/31,733,28.91679764,Southwest,-0.005646075,0.008808443,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.171709225,1
Cotabato,Makilala,Malungon,4654.26,6.8561,125.122,29/31,727,13.22941875,Northwest,-0.005384712,0.005029866,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.185364083,1
Cotabato,Makilala,Malungon,1880.88,6.85765,125.12,29/31,757,32.83473587,South,-0.016642125,0.00187756,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.18058148,1
Cotabato,Makilala,Malungon,4409.32,6.85596,125.119,29/31,655,32.82115555,Southeast,-0.068695709,0.008541514,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.185364083,1
Cotabato,Makilala,Cabilao,710.167,6.85959,125.122,29/31,837,19.385252,Northwest,-0.004572778,0.002123101,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.18058148,1
Cotabato,Makilala,Cabilao,755.453,6.85895,125.122,29/31,785,27.97594833,Southeast,-0.022237532,-0.004272785,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.18058148,1
Cotabato,Makilala,Malungon,1521.28,6.85537,125.118,29/31,543,23.53775215,West,-0.010309707,0.021696826,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.185364083,1
Cotabato,Makilala,Malungon,2486.65,6.85572,125.115,29/31,647,21.86219788,North,0.018608756,0.001165828,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.237917483,1
Cotabato,Makilala,Malungon,1128.57,6.8548,125.116,29/31,567,35.55073929,Southeast,0.006585544,-0.004497175,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.237917483,1
Cotabato,Makilala,Malungon,2722.53,6.85719,125.119,29/31,632,54.4173584,West,0.000586975,0.005441384,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.185364083,1
Cotabato,Makilala,Cabilao,12502,6.85709,125.125,29/31,700,44.96422577,West,-0.011168816,0.008042043,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.171709225,1
Cotabato,Makilala,Cabilao,1999.54,6.859,125.125,29/31,812,48.72348022,West,-0.004339529,0.00409355,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.173710898,1
Cotabato,Makilala,Cabilao,6792.85,6.85877,125.126,29/31,707,33.0496521,West,-0.001522697,0.008742585,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.173710898,1
Cotabato,Makilala,Cabilao,2235.63,6.85825,125.125,29/31,768,43.1039238,Southwest,-0.031429537,0.010033503,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.173710898,1
Cotabato,Makilala,Cabilao,2662.91,6.86003,125.126,29/31,749,33.77161407,Northeast,-0.004809955,-0.003196555,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.173710898,1
Cotabato,Makilala,Cabilao,388.17,6.86265,125.127,29/31,943,26.51273155,Northeast,-0.001100199,-0.001649965,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.177132502,1
Cotabato,Makilala,Cabilao,763.664,6.86229,125.126,29/31,878,25.56343651,Northeast,0.001916764,-0.003385276,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.173710898,1
Cotabato,Makilala,Bato,360.71,6.86493,125.108,29/31,613,14.86351871,North,-0.010901202,-0.003360699,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.221762627,1
Cotabato,Makilala,Bato,438.099,6.86557,125.109,29/31,620,10.84189701,West,0.059834726,0.002362534,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.221762627,1
Cotabato,Makilala,Bato,272.709,6.86506,125.112,29/31,639,30.79984474,Northwest,0.002069368,0.001955141,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.221762627,1
Cotabato,Makilala,Bato,374.599,6.86689,125.111,29/31,651,12.98157883,West,-0.045158129,0.025900733,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.221762627,1
Cotabato,Makilala,Bato,228.443,6.87046,125.111,29/31,661,23.26755142,West,-0.007407931,0.004326327,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.247746408,1
Cotabato,Makilala,Bato,290.521,6.86915,125.111,29/31,659,17.28462601,North,-0.031544343,-0.003519733,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.247746408,1
Cotabato,Makilala,Bato,2064.09,6.87013,125.108,29/31,638,6.001784325,Southeast,-0.012475429,0.000695294,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.247746408,1
Cotabato,Makilala,Cabilao,2541.87,6.85955,125.139,29/31,636,22.44321442,Northeast,-0.004205613,-0.001383493,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.167692304,1
Cotabato,Makilala,Cabilao,7219.74,6.86308,125.153,29/31,315,6.349358082,Southeast,0.002091826,-0.005561404,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.259593368,1
Cotabato,Makilala,Cabilao,267.87,6.86023,125.142,29/31,559,26.57919693,West,0.011723346,0.002103849,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.167692304,1
Cotabato,Makilala,Cabilao,734.882,6.86541,125.132,29/31,983,27.5193615,South,-0.038202394,-0.000814839,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.176375985,1
Cotabato,Makilala,Cabilao,579.683,6.86375,125.134,29/31,893,28.7799778,East,-0.043100163,0.00272403,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.172804207,1
Cotabato,Makilala,Cabilao,1424.23,6.86387,125.141,29/31,613,24.96523094,Southwest,0.008487363,0.001205796,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.168193609,1
Cotabato,Makilala,Cabilao,1360.84,6.86457,125.139,29/31,603,19.30809212,Southwest,0.023615791,-0.002842502,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.168193609,1
Cotabato,Makilala,Cabilao,770.234,6.86426,125.14,29/31,591,28.19233131,Southwest,0.029455531,0.015798183,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.168193609,1
Cotabato,Makilala,Cabilao,19576.8,6.86566,125.138,29/31,679,45.97400284,Northeast,-0.012120151,-0.006019427,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.168193609,1
Cotabato,Makilala,Cabilao,3407.84,6.86345,125.139,29/31,621,30.48548317,North,0.091790698,0.006943409,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.168193609,1
Cotabato,Makilala,Cabilao,164.642,6.86498,125.136,29/31,772,37.58696365,Northwest,0.022283891,0.001960122,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.172804207,1
Cotabato,Makilala,Cabilao,359.251,6.86435,125.137,29/31,740,25.83983231,Southeast,-0.004045298,0.006175673,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.172804207,1
Cotabato,Makilala,Cabilao,331.238,6.86463,125.138,29/31,678,50.48487473,West,-0.001403173,0.004991125,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.168193609,1
Cotabato,Makilala,Cabilao,1487.23,6.86441,125.138,29/31,644,55.1508255,South,-0.005021533,0.000898848,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.168193609,1
Cotabato,Makilala,Cabilao,298.972,6.86407,125.137,29/31,724,11.23626518,Southwest,7.74E-05,0.00376118,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.172804207,1
Cotabato,Makilala,Cabilao,1024.91,6.86389,125.137,29/31,735,11.23626518,Southwest,0.006539721,0.004236335,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.172804207,1
Cotabato,Makilala,Cabilao,770.444,6.86269,125.137,29/31,770,22.59592628,Southeast,-0.021081725,0.000171894,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.172804207,1
Cotabato,Makilala,Cabilao,1225.27,6.86301,125.137,29/31,775,21.24407387,West,0.000391336,0.006662589,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.172804207,1
Cotabato,Makilala,Cabilao,716.363,6.86244,125.137,29/31,752,20.74481201,Northwest,0.005132326,0.025642147,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.172621355,1
Cotabato,Makilala,Cabilao,744.349,6.86262,125.137,29/31,731,22.92599106,North,-0.027177874,-0.002234708,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.172804207,1
Cotabato,Makilala,Cabilao,666.053,6.86236,125.138,29/31,707,17.50564766,North,0.015577946,0.001489397,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.167692304,1
Cotabato,Makilala,Cabilao,544.648,6.8627,125.139,29/31,697,25.01933289,West,0.033320524,-0.000923228,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.168193609,1
Cotabato,Makilala,Cabilao,3610.45,6.86298,125.138,29/31,702,22.55547523,South,-0.042053834,0.01232278,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.168193609,1
Cotabato,Makilala,Cabilao,806.489,6.86906,125.13,29/31,1031,37.71897507,Northwest,0.019970026,0.001166339,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.178418309,1
Cotabato,Makilala,Cabilao,2844.05,6.86791,125.13,29/31,988,32.77127457,East,-0.009484373,-0.039510749,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.178418309,1
