Prov,Mun,Brgy,Area,Lat,Long,Occurance,Elev,Slope,Aspect,HorizontalCurvature,VerticalCurvature,Lithology,SoilType,PGAComp,Landslide
Cotabato,Makilala,Luayon,355.242,6.89005,125.11,29/31,590,42.16289139,Southeast,-0.000509771,-9.89E-05,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.284133196,1
Cotabato,Makilala,Luayon,1167.29,6.88899,125.111,29/31,563,36.49541473,Northwest,0.050183147,0.001191555,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.284133196,1
Cotabato,Makilala,Luayon,2547.73,6.88917,125.11,29/31,555,38.5604744,Southwest,-0.013446336,0.005114422,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.284133196,1
Cotabato,Makilala,Luayon,29364.3,6.88739,125.11,29/31,606,44.43938828,North,-0.003726801,-0.001054562,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.304589391,1
Cotabato,Makilala,Bato,787.165,6.88529,125.111,29/31,756,9.655321121,Southwest,0.000606342,0.003237349,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.304589391,1
Cotabato,Makilala,Luayon,1726.37,6.88624,125.112,29/31,661,29.85107803,Southwest,0.02328744,0.007602464,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.304589391,1
Cotabato,Makilala,Luayon,6476.9,6.88756,125.107,29/31,634,39.00945663,Northeast,-0.009723093,-0.001805232,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.276171655,1
Cotabato,Makilala,Luayon,5349.97,6.88766,125.108,29/31,630,26.61589622,North,0.02625858,0.000778392,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.284133196,1
Cotabato,Makilala,Luayon,2701.92,6.88688,125.108,29/31,673,24.91456985,Southwest,0.077360019,-0.003078526,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.304589391,1
Cotabato,Makilala,Luayon,5144.96,6.88526,125.106,29/31,567,19.19215965,West,0.028350338,0.003756084,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.290166289,1
Cotabato,Makilala,Rodero,1193.83,6.88664,125.121,29/31,721,12.13988781,Southeast,0.012115635,-0.015607708,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311842859,1
Cotabato,Makilala,Bato,749.467,6.8853,125.12,29/31,722,9.752871513,East,0.009671764,-0.007556171,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311842859,1
Cotabato,Makilala,Bato,1644.94,6.88612,125.116,29/31,618,20.14062691,North,0.022718731,0.043339908,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311495781,1
Cotabato,Makilala,Bato,301.378,6.88631,125.114,29/31,585,6.178152084,Southeast,-0.016996829,0.00179289,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311495781,1
Cotabato,Makilala,Bato,412.211,6.885,125.115,29/31,615,21.02980423,Southwest,-0.002770508,0.002511033,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311495781,1
Cotabato,Makilala,Bato,400.781,6.8843,125.115,29/31,633,17.55784607,West,0.002686613,0.004631666,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311495781,1
Cotabato,Makilala,Bato,340.222,6.88446,125.115,29/31,616,24.0593071,West,-0.001524361,0.006826689,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311495781,1
Cotabato,Makilala,Bato,6040.98,6.8842,125.117,29/31,640,36.25286865,South,-0.015250213,0.00351065,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311495781,1
Cotabato,Makilala,Bato,7933.78,6.88444,125.119,29/31,691,26.87594414,Northwest,0.012010811,0.001228125,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311842859,1
Cotabato,Makilala,Bato,2728.36,6.88449,125.113,29/31,686,17.18136215,Southwest,0.002717253,0.014802589,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311495781,1
Cotabato,Makilala,Bato,1910.23,6.88384,125.113,29/31,692,37.27308273,Southwest,-0.006622976,0.002086715,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311495781,1
Cotabato,Makilala,Luayon,417.103,6.88728,125.112,29/31,605,34.9252739,East,-0.007409818,0.000249761,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.304589391,1
Cotabato,Makilala,Luayon,2994.82,6.88617,125.111,29/31,693,30.98634529,East,-0.056177009,-0.005433062,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.304589391,1
Cotabato,Makilala,Luayon,805.99,6.88761,125.112,29/31,592,29.38556862,Northeast,0.004871926,-0.009121246,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.284133196,1
Cotabato,Makilala,Luayon,434.932,6.88739,125.112,29/31,597,32.65826797,North,-0.026712496,-0.011358422,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.304589391,1
Cotabato,Makilala,Luayon,447.286,6.88834,125.112,29/31,559,13.41564655,South,0.00166858,0.003292791,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.284133196,1
Cotabato,Makilala,Bato,1882.79,6.88477,125.116,29/31,621,33.94405746,Southwest,-0.009020326,0.00412422,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311495781,1
Cotabato,Makilala,Bato,532.292,6.8849,125.118,29/31,710,2.968294382,Northeast,-0.015573069,-0.000756071,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311842859,1
Cotabato,Makilala,Bato,799.082,6.88525,125.118,29/31,728,19.73515701,Southwest,-0.014917272,0.002645555,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311842859,1
Cotabato,Makilala,Bato,1315.51,6.88428,125.119,29/31,675,34.53242493,South,-0.017196907,0.002112933,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311842859,1
Cotabato,Makilala,Bato,615.459,6.88406,125.12,29/31,696,26.6462841,East,-0.019741014,-0.000582582,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311842859,1
Cotabato,Makilala,Bato,1121.36,6.88262,125.12,29/31,731,19.94042206,Southwest,-0.01047162,0.014730997,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311842859,1
Cotabato,Makilala,Bato,313.189,6.88334,125.118,29/31,618,26.65989494,South,-0.027622335,0.000710949,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311842859,1
Cotabato,Makilala,Bato,606.887,6.88327,125.118,29/31,628,24.20053291,Southeast,-0.005764117,-0.002506423,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311842859,1
Cotabato,Makilala,Bato,763.912,6.88364,125.118,29/31,640,26.6460495,Southeast,0.000832825,-0.001959808,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311842859,1
Cotabato,Makilala,Bato,705.287,6.88266,125.119,29/31,696,37.08815002,East,-0.0058011,-0.003021239,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311842859,1
Cotabato,Makilala,Bato,1690.08,6.88183,125.12,29/31,722,3.313811541,Northeast,-0.016181527,-0.00125509,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.284766197,1
Cotabato,Makilala,Bato,11246.6,6.88191,125.119,29/31,659,32.15499115,West,-0.002568187,0.004439287,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.284766197,1
Cotabato,Makilala,Bato,5453.34,6.88028,125.12,29/31,673,29.01090813,Northeast,-0.014159728,-0.000248779,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.284766197,1
Cotabato,Makilala,Bato,2956.91,6.88047,125.118,29/31,653,34.71324921,Southwest,-0.000778474,0.002090436,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.284766197,1
Cotabato,Makilala,Bato,615.934,6.88013,125.119,29/31,659,26.09168053,North,-0.021431206,-0.003337829,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.284766197,1
Cotabato,Makilala,Bato,4677.67,6.88222,125.116,29/31,643,21.2121563,Northwest,-0.005335174,0.003973819,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.323768824,1
Cotabato,Makilala,Bato,8630.71,6.88162,125.113,29/31,757,34.57034302,Southeast,-0.004005922,0.001248241,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.323768824,1
Cotabato,Makilala,Bato,13604.2,6.88169,125.114,29/31,785,19.93992615,Southwest,-0.025020879,0.016904224,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.323768824,1
Cotabato,Makilala,Bato,697.165,6.88288,125.115,29/31,710,36.00211716,West,0.004993902,0.001602145,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311495781,1
Cotabato,Makilala,Bato,400.928,6.88304,125.114,29/31,697,31.70158005,West,0.041710537,0.002473961,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311495781,1
Cotabato,Makilala,Bato,237.191,6.88302,125.115,29/31,671,37.49005508,Northeast,-0.004961647,-0.001541279,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311495781,1
Cotabato,Makilala,Bato,1272.76,6.88294,125.115,29/31,639,25.85672951,Northeast,-0.032739732,-0.005811767,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311495781,1
Cotabato,Makilala,Bato,363.665,6.88312,125.115,29/31,671,31.17645264,Northeast,-0.004961647,-0.001541279,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311495781,1
Cotabato,Makilala,Bato,179.747,6.88322,125.115,29/31,642,26.80462074,Northeast,-0.000937166,-0.016641255,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311495781,1
Cotabato,Makilala,Bato,1744.48,6.88279,125.113,29/31,736,22.16938972,West,-0.009657525,0.002583666,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311495781,1
Cotabato,Makilala,Bato,1782.81,6.8831,125.113,29/31,705,24.30611801,Northeast,0.008780238,-0.004766171,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311495781,1
Cotabato,Makilala,Bato,2274.93,6.88274,125.114,29/31,720,33.85076523,Northwest,-0.002893446,0.013523224,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311495781,1
Cotabato,Makilala,Bato,1315.27,6.88192,125.115,29/31,676,28.46060371,Northeast,0.00022251,-0.001557083,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.323768824,1
Cotabato,Makilala,Bato,1219.8,6.88243,125.115,29/31,702,33.68609238,Southwest,0.010937762,0.035543464,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.323768824,1
Cotabato,Makilala,Bato,2483.95,6.88107,125.115,29/31,748,22.9046669,South,-0.006065524,0.01271392,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.323768824,1
Cotabato,Makilala,Bato,2359.61,6.8816,125.116,29/31,692,36.95862961,North,-0.017434591,-0.001230308,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.323768824,1
Cotabato,Makilala,Bato,1834.08,6.88111,125.116,29/31,681,46.46092224,Southwest,-0.001962791,0.002926808,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.323768824,1
Cotabato,Makilala,Bato,1809.81,6.88079,125.116,29/31,679,42.52996826,South,-0.004694458,0.001950727,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.323768824,1
Cotabato,Makilala,Bato,3064.31,6.88049,125.116,29/31,687,39.19354248,South,-0.005556723,0.009059669,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.323768824,1
Cotabato,Makilala,Bato,695.652,6.88281,125.116,29/31,642,24.15146065,West,0.048348919,0.014972927,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.311495781,1
Cotabato,Makilala,Rodero,4020.26,6.87843,125.134,29/31,606,30.91716957,East,-0.096198291,-0.01850995,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.281346768,1
Cotabato,Makilala,Rodero,1323.88,6.88045,125.134,29/31,580,33.76890945,Southwest,-0.003185654,0.002384709,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.281346768,1
Cotabato,Makilala,Rodero,2674.36,6.87767,125.135,29/31,595,27.83875275,West,0.009269386,0.001554275,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.281346768,1
Cotabato,Makilala,Cabilao,1136.32,6.87687,125.134,29/31,645,38.73223877,North,-0.013104075,-0.001429988,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.228170633,1
Cotabato,Makilala,Cabilao,2711.9,6.87651,125.133,29/31,659,33.78029633,Northwest,-0.006573322,0.015502995,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.228170633,1
Cotabato,Makilala,Rodero,5225.76,6.87772,125.134,29/31,615,29.24146271,East,-0.173053697,0.017835064,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.281346768,1
Cotabato,Makilala,Rodero,646.452,6.8789,125.133,29/31,607,35.48042297,Northwest,-0.005606573,0.002567479,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.281346768,1
Cotabato,Makilala,Rodero,310.817,6.88009,125.129,29/31,676,16.70408821,West,0.00435652,0.007884013,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.244387895,1
Cotabato,Makilala,Rodero,1103.4,6.8799,125.13,29/31,676,17.72092819,Southwest,0.002995834,0.002930713,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.244387895,1
Cotabato,Makilala,Rodero,157.879,6.88045,125.13,29/31,680,23.00192833,Northwest,0.139945418,0.000121261,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.244387895,1
Cotabato,Makilala,Rodero,1077.91,6.88063,125.13,29/31,670,20.97204781,Southwest,0.029707802,-0.002292682,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.244387895,1
Cotabato,Makilala,Cabilao,3890.01,6.87626,125.129,29/31,740,30.1692543,North,0.008953845,0.001096664,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.203628629,1
Cotabato,Makilala,Cabilao,3302.36,6.87517,125.13,29/31,776,40.63037109,Northeast,-0.01460093,-0.001804671,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.203628629,1
Cotabato,Makilala,Cabilao,2183.97,6.87551,125.133,29/31,689,36.12165833,Southeast,-0.01246962,9.47E-05,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.228170633,1
Cotabato,Makilala,Rodero,2130.43,6.87857,125.127,29/31,734,18.65610123,East,-0.013421538,-0.01447603,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.255190045,1
Cotabato,Makilala,Rodero,893.248,6.87909,125.126,29/31,709,11.73525715,North,-0.018746028,-0.000549268,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.255190045,1
Cotabato,Makilala,Rodero,775.482,6.87738,125.128,29/31,739,16.44314384,Southwest,-0.012771649,0.020739429,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.203628629,1
Cotabato,Makilala,Rodero,1195.96,6.88289,125.133,29/31,603,30.55366516,West,-0.004660579,0.006029835,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.277612329,1
Cotabato,Makilala,Rodero,724.352,6.88265,125.134,29/31,572,19.66660118,Southeast,-0.001510546,-0.016738735,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.277612329,1
Cotabato,Makilala,Rodero,2540.38,6.87574,125.127,29/31,802,38.15370178,Northwest,0.003351128,0.018138204,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.208610624,1
Cotabato,Makilala,Cabilao,545.503,6.87367,125.129,29/31,848,21.06422043,West,0.008410641,0.005725469,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.203628629,1
Cotabato,Makilala,Cabilao,925.746,6.87448,125.128,29/31,849,20.75138474,North,-0.001703403,-0.008426025,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.203628629,1
Cotabato,Makilala,Rodero,1033.31,6.87539,125.125,29/31,777,25.02419662,West,-0.002381123,0.009663815,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.208610624,1
Cotabato,Makilala,Rodero,2237.47,6.87457,125.126,29/31,796,37.39945984,Southwest,0.003504863,0.003198678,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.208610624,1
Cotabato,Makilala,Cabilao,3242.88,6.87019,125.127,29/31,958,52.11890411,West,0.014862662,4.46E-05,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.177462459,1
Cotabato,Makilala,Cabilao,1150.41,6.87129,125.127,29/31,859,23.42121124,West,-0.00769271,0.003435627,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.177462459,1
Cotabato,Makilala,Cabilao,2217.44,6.87237,125.128,29/31,830,26.28052139,North,0.005955177,0.000768765,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.178418309,1
Cotabato,Makilala,Cabilao,270.252,6.87273,125.128,29/31,841,25.48601913,Northeast,-0.012257557,-0.000365539,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.203628629,1
Cotabato,Makilala,Cabilao,2017.33,6.87095,125.128,29/31,918,34.34706116,West,0.02007067,0.003375673,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.178418309,1
Cotabato,Makilala,Cabilao,333.243,6.87584,125.131,29/31,675,27.59952927,East,-0.011261823,-0.001883983,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.203628629,1
Cotabato,Makilala,Cabilao,570.137,6.87619,125.13,29/31,755,29.87971497,Northeast,-0.007828034,-0.00378971,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.203628629,1
Cotabato,Makilala,Cabilao,201.359,6.87666,125.131,29/31,732,21.3986702,Northwest,0.007569136,0.001071173,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.203628629,1
Cotabato,Makilala,Cabilao,282.386,6.87619,125.132,29/31,658,25.7904644,East,-0.00173403,-0.016675536,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.203628629,1
Cotabato,Makilala,Cabilao,1066.09,6.87452,125.132,29/31,749,37.4552269,West,0.00031732,0.010528614,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.203628629,1
Cotabato,Makilala,Cabilao,1200.4,6.87391,125.131,29/31,781,19.38047028,Northwest,0.007922598,0.001520885,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.203628629,1
Cotabato,Makilala,Cabilao,844.014,6.87434,125.131,29/31,771,19.25768471,Southwest,0.029919704,-0.004198825,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.203628629,1
Cotabato,Makilala,Cabilao,1191.55,6.87505,125.129,29/31,811,29.22009468,North,-0.068358198,-0.003882365,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.203628629,1
Cotabato,Makilala,Cabilao,280.185,6.87231,125.13,29/31,889,8.739832878,East,-0.018435905,-0.001986903,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.178418309,1
Cotabato,Makilala,Cabilao,672.673,6.87241,125.13,29/31,870,16.25506401,South,0.024404004,-0.027542163,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.178418309,1
Cotabato,Makilala,Bato,3601.99,6.88031,125.113,29/31,753,20.66381264,South,0.014075727,-0.001187334,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.323768824,1
Cotabato,Makilala,Cabilao,934.278,6.869,125.124,29/31,1014,9.507442474,North,-0.017293159,-0.00120082,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.177462459,1
Cotabato,Makilala,Bato,2572.55,6.86817,125.12,29/31,957,9.485451698,North,0.022165025,0.000677193,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.184398994,1
Cotabato,Makilala,Bato,2845.46,6.86789,125.12,29/31,939,19.69462013,North,0.062987432,0.000515706,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.184398994,1
Cotabato,Makilala,Bato,1743.75,6.86743,125.12,29/31,920,32.44550705,Southeast,-0.000870378,-0.000796429,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.180842578,1
Cotabato,Makilala,Bato,847.773,6.86786,125.119,29/31,936,18.07240868,North,-0.00780853,-0.000827774,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.184398994,1
Cotabato,Makilala,Bato,566.262,6.86855,125.118,29/31,930,32.60366058,South,0.018476965,0.019678202,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.184398994,1
Cotabato,Makilala,Bato,275.202,6.86892,125.118,29/31,906,44.621521,Southeast,-0.033517033,0.004005551,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.184398994,1
Cotabato,Makilala,Bato,259.359,6.86979,125.116,29/31,806,16.91173553,Northeast,-0.002985856,0.003614226,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.215383396,1
Cotabato,Makilala,Bato,1960.64,6.868,125.117,29/31,856,38.37425613,North,0.004445333,0.002331592,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.215383396,1
Cotabato,Makilala,Bato,1056.03,6.86916,125.117,29/31,832,26.8371315,Northwest,0.008552787,0.004020425,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.215383396,1
Cotabato,Makilala,Bato,448.037,6.8692,125.117,29/31,840,32.57821274,West,-0.001259991,-0.00090608,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.215383396,1
Cotabato,Makilala,Bato,1216.55,6.86951,125.117,29/31,820,15.9628334,Northwest,0.085363463,0.016791454,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.215383396,1
Cotabato,Makilala,Bato,2204.72,6.8688,125.117,29/31,864,27.74110222,Southwest,-0.054835573,-0.001996045,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.215383396,1
Cotabato,Makilala,Bato,820.949,6.87013,125.116,29/31,822,7.660381317,South,-0.006700706,0.002020078,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.215383396,1
Cotabato,Makilala,Bato,444.965,6.87058,125.116,29/31,827,18.56965256,Southwest,0.000184621,0.005755679,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.215383396,1
Cotabato,Makilala,Bato,485.315,6.87084,125.116,29/31,798,31.57552338,West,-0.000189517,0.002151545,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.215383396,1
Cotabato,Makilala,Bato,5904.83,6.87171,125.117,29/31,774,26.94812965,West,-0.006652774,0.013564222,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.215383396,1
Cotabato,Makilala,Cabilao,419.625,6.87023,125.122,29/31,971,31.77012253,Southeast,-0.002149663,0.004361461,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.184398994,1
Cotabato,Makilala,Cabilao,2799.3,6.87035,125.123,29/31,1011,21.3776207,East,0.012606281,-0.007665545,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.177462459,1
Cotabato,Makilala,Cabilao,3680.36,6.86983,125.124,29/31,1022,8.990030289,Southwest,-0.002366593,0.002382539,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.177462459,1
Cotabato,Makilala,Cabilao,831.518,6.87039,125.123,29/31,1026,18.95586395,Southwest,-0.006940604,0.010535087,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.177462459,1
Cotabato,Makilala,Cabilao,1455.81,6.87076,125.124,29/31,981,40.98167419,Southwest,-0.017136127,0.004963874,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.177462459,1
Cotabato,Makilala,Cabilao,729.61,6.87131,125.124,29/31,950,32.68488693,North,-0.018463271,-0.001390003,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.177462459,1
Cotabato,Makilala,Cabilao,6233.02,6.8713,125.123,29/31,982,25.80743027,Northwest,0.171713412,0.028393287,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.177462459,1
Cotabato,Makilala,Cabilao,648.477,6.87163,125.123,29/31,974,10.96080208,Northwest,0.002828402,0.001860529,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.177462459,1
Cotabato,Makilala,Cabilao,1136.02,6.87238,125.124,29/31,908,18.22229767,West,-0.00020526,0.004641856,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.177462459,1
Cotabato,Makilala,Cabilao,842.832,6.87254,125.124,29/31,888,40.19725418,West,-0.000261034,0.00540082,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.208610624,1
Cotabato,Makilala,Cabilao,227.749,6.86883,125.128,29/31,1072,18.32618523,East,-0.044969391,-0.000166659,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.178418309,1
Cotabato,Makilala,Cabilao,468.417,6.86883,125.129,29/31,1070,16.40750122,West,0.006988186,0.002617454,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.178418309,1
Cotabato,Makilala,Rodero,495.696,6.87906,125.124,29/31,689,23.99298096,Southwest,-0.004202928,0.004841429,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.255190045,1
Cotabato,Makilala,Rodero,3413.53,6.87737,125.124,29/31,708,15.68962765,South,-0.052040879,0.037209228,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.208610624,1
Cotabato,Makilala,Bato,1088.29,6.87855,125.117,16,651,10.06454468,Northeast,0.004597949,-0.00499024,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.323768824,1
Cotabato,Makilala,Bato,513.201,6.87755,125.118,29/31,641,11.41894817,Northwest,0.02056128,0.005686122,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.284766197,1
Cotabato,Makilala,Bato,345.306,6.87823,125.118,29/31,631,15.71500015,Southeast,-0.005988082,-0.001906815,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.284766197,1
Cotabato,Makilala,Bato,418.673,6.87444,125.111,29/31,671,4.419984818,North,0.011043497,0.002262607,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.286470294,1
Cotabato,Makilala,Bato,161.217,6.87442,125.112,29/31,671,4.480694771,North,-7.51E-05,0.003294791,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.286470294,1
Cotabato,Makilala,Bato,272.61,6.87401,125.111,29/31,655,12.85135651,North,0.103036381,0.004657699,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.286470294,1
Cotabato,Makilala,Bato,402.446,6.874,125.112,29/31,649,18.41844559,Southeast,-0.011741532,-0.000565603,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.286470294,1
Cotabato,Makilala,Bato,578.897,6.87238,125.118,29/31,725,23.16074562,South,-0.058133926,0.012142465,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.184398994,1
Cotabato,Makilala,Bato,936.895,6.87226,125.116,29/31,760,26.366642,Northwest,0.008735323,0.000816411,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.215383396,1
Cotabato,Makilala,Bato,5103.37,6.87266,125.117,29/31,723,20.53282166,West,0.02148507,0.002929599,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.273855358,1
Cotabato,Makilala,Bato,480.356,6.87339,125.117,29/31,687,20.24963188,East,-0.012488427,-0.010260503,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.273855358,1
Cotabato,Makilala,Bato,4224.31,6.87528,125.116,29/31,694,6.458008289,Northwest,-0.109236345,0.067311578,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.273855358,1
Cotabato,Makilala,Bato,4945.78,6.87647,125.118,16,670,10.45098686,South,-0.022175932,0.002911469,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.231193543,1
Cotabato,Makilala,Rodero,9872.63,6.87272,125.121,29/31,863,35.23345184,West,0.005926304,0.006303028,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.231193543,1
Cotabato,Makilala,Cabilao,21011.1,6.87335,125.123,29/31,917,23.17518997,North,0.210546523,0.017386887,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.208610624,1
Cotabato,Makilala,Rodero,6223.71,6.87501,125.123,29/31,804,45.47561264,North,0.029179491,0.001809661,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.208610624,1
Cotabato,Makilala,Rodero,670.602,6.87678,125.123,29/31,696,21.03844833,North,0.004019714,-0.002248235,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.208610624,1
Cotabato,Makilala,Rodero,19533.4,6.87582,125.121,29/31,768,31.96239853,South,0.015940974,0.000846082,Dacitic and/or andesitic plugs,Sandy Clay Loam,0.231193543,1
